id,nombre,costo_unitario,iva
780,Licuadora,149088,28326.72
781,Maleta de viaje,67171,12762.49
782,Maleta de viaje,348716,66256.04
783,Máquina de ejercicio,179640,34131.60
784,Máquina de ejercicio,375503,71345.57
785,Zapatos deportivos,512930,97456.70
786,Maleta de viaje,672132,127705.08
787,Smartphone,67085,12746.15
788,Televisor LED,575969,109434.11
789,Máquina de ejercicio,356018,67643.42
790,Televisor LED,590246,112146.74
791,Auriculares inalámbricos,311147,59117.93
792,Juego de sartenes,749784,142458.96
793,Smartphone,392319,74540.61
794,Laptop,568065,107932.35
795,Perfume,107054,20340.26
796,Maleta de viaje,194663,36985.97
797,Vestido de noche,397295,75486.05
798,Juego de sartenes,351707,66824.33
799,Máquina de ejercicio,142639,27101.41
800,Auriculares inalámbricos,166309,31598.71
801,Vestido de noche,99043,18818.17
802,Bicicleta de montaña,273205,51908.95
803,Impresora láser,748861,142283.59
804,Cámara digital,632810,120233.90
805,Laptop,358859,68183.21
806,Máquina de ejercicio,322163,61210.97
807,Máquina de ejercicio,694421,131939.99
808,Vestido de noche,546648,103863.12
809,Juego de sartenes,575555,109355.45
810,Vestido de noche,270294,51355.86
811,Reloj inteligente,652294,123935.86
812,Licuadora,282422,53660.18
813,Perfume,406820,77295.80
814,Altavoz Bluetooth,758455,144106.45
815,Cafetera,276594,52552.86
816,Cámara digital,423035,80376.65
817,Altavoz Bluetooth,200564,38107.16
818,Reloj inteligente,56740,10780.60
819,Perfume,640687,121730.53
820,Máquina de ejercicio,178604,33934.76
821,Impresora láser,153338,29134.22
822,Máquina de ejercicio,232183,44114.77
823,Maleta de viaje,742096,140998.24
824,Televisor LED,574829,109217.51
825,Vestido de noche,469796,89261.24
826,Máquina de ejercicio,726643,138062.17
827,Auriculares inalámbricos,340634,64720.46
828,Máquina de ejercicio,309537,58812.03
829,Cámara digital,491228,93333.32
830,Licuadora,412480,78371.20
831,Televisor LED,423655,80494.45
832,Licuadora,407075,77344.25
833,Altavoz Bluetooth,552563,104986.97
834,Máquina de ejercicio,255016,48453.04
835,Reloj inteligente,157393,29904.67
836,Tableta,504109,95780.71
837,Televisor LED,167309,31788.71
838,Impresora láser,271454,51576.26
839,Impresora láser,767285,145784.15
840,Impresora láser,199421,37889.99
841,Zapatos deportivos,194802,37012.38
842,Bicicleta de montaña,230724,43837.56
843,Bicicleta de montaña,795538,151152.22
844,Altavoz Bluetooth,292878,55646.82
845,Altavoz Bluetooth,469276,89162.44
846,Laptop,272082,51695.58
847,Laptop,658160,125050.40
848,Tableta,305721,58086.99
849,Zapatos deportivos,677380,128702.20
850,Smartphone,639090,121427.10
851,Laptop,499018,94813.42
852,Cafetera,447191,84966.29
853,Gafas de sol,217083,41245.77
854,Altavoz Bluetooth,643968,122353.92
855,Impresora láser,483776,91917.44
856,Maleta de viaje,785310,149208.90
857,Reloj inteligente,279655,53134.45
858,Cafetera,692534,131581.46
859,Perfume,352826,67036.94
860,Altavoz Bluetooth,94339,17924.41
861,Laptop,712051,135289.69
862,Juego de sartenes,527353,100197.07
863,Perfume,362370,68850.30
864,Licuadora,82497,15674.43
865,Licuadora,184451,35045.69
866,Vestido de noche,429383,81582.77
867,Máquina de ejercicio,95975,18235.25
868,Tableta,350432,66582.08
869,Zapatos deportivos,774738,147200.22
870,Juego de sartenes,373040,70877.60
871,Vestido de noche,437833,83188.27
872,Zapatos deportivos,660338,125464.22
873,Tableta,713603,135584.57
874,Juego de sartenes,343758,65314.02
875,Impresora láser,263200,50008.00
876,Tableta,64345,12225.55
877,Smartphone,452036,85886.84
878,Perfume,200790,38150.10
879,Perfume,656216,124681.04
880,Perfume,699032,132816.08
881,Licuadora,323692,61501.48
882,Maleta de viaje,515133,97875.27
883,Televisor LED,617326,117291.94
884,Perfume,345856,65712.64
885,Reloj inteligente,549503,104405.57
886,Juego de sartenes,377734,71769.46
887,Cafetera,299827,56967.13
888,Máquina de ejercicio,442060,83991.40
889,Maleta de viaje,225015,42752.85
890,Máquina de ejercicio,231843,44050.17
891,Bicicleta de montaña,585785,111299.15
892,Cafetera,136493,25933.67
893,Maleta de viaje,606123,115163.37
894,Televisor LED,535294,101705.86
895,Gafas de sol,357793,67980.67
896,Cámara digital,748376,142191.44
897,Maleta de viaje,211896,40260.24
898,Gafas de sol,574295,109116.05
899,Perfume,569555,108215.45
900,Impresora láser,411767,78235.73
901,Perfume,76644,14562.36
902,Laptop,573924,109045.56
903,Juego de sartenes,425835,80908.65
904,Maleta de viaje,346380,65812.20
905,Juego de sartenes,337621,64147.99
906,Zapatos deportivos,153696,29202.24
907,Cafetera,468397,88995.43
908,Altavoz Bluetooth,740625,140718.75
909,Perfume,790692,150231.48
910,Reloj inteligente,419949,79790.31
911,Televisor LED,694084,131875.96
912,Cafetera,756352,143706.88
913,Reloj inteligente,478447,90904.93
914,Máquina de ejercicio,456030,86645.70
915,Tableta,281324,53451.56
916,Bicicleta de montaña,426592,81052.48
917,Cámara digital,410952,78080.88
918,Perfume,120454,22886.26
919,Reloj inteligente,690417,131179.23
920,Maleta de viaje,105320,20010.80
921,Televisor LED,680105,129219.95
922,Smartphone,729955,138691.45
923,Cámara digital,59863,11373.97
924,Altavoz Bluetooth,305787,58099.53
925,Zapatos deportivos,748689,142250.91
926,Televisor LED,205899,39120.81
927,Smartphone,709815,134864.85
928,Licuadora,630835,119858.65
929,Bicicleta de montaña,146787,27889.53
930,Vestido de noche,207961,39512.59
931,Maleta de viaje,671873,127655.87
932,Auriculares inalámbricos,179486,34102.34
933,Impresora láser,93814,17824.66
934,Zapatos deportivos,619634,117730.46
935,Maleta de viaje,593400,112746.00
936,Smartphone,506239,96185.41
937,Televisor LED,138267,26270.73
938,Zapatos deportivos,182918,34754.42
939,Perfume,787510,149626.90
940,Impresora láser,51845,9850.55
941,Juego de sartenes,601016,114193.04
942,Impresora láser,700044,133008.36
943,Laptop,88524,16819.56
944,Juego de sartenes,464614,88276.66
945,Bicicleta de montaña,431255,81938.45
946,Altavoz Bluetooth,581386,110463.34
947,Licuadora,326408,62017.52
948,Bicicleta de montaña,499527,94910.13
949,Tableta,521938,99168.22
950,Cafetera,664495,126254.05
951,Laptop,565455,107436.45
952,Tableta,653909,124242.71
953,Auriculares inalámbricos,436692,82971.48
954,Altavoz Bluetooth,298359,56688.21
955,Perfume,794973,151044.87
956,Tableta,653397,124145.43
957,Máquina de ejercicio,551693,104821.67
958,Altavoz Bluetooth,798869,151785.11
959,Vestido de noche,704831,133917.89
960,Bicicleta de montaña,459309,87268.71
961,Vestido de noche,506551,96244.69
962,Bicicleta de montaña,576002,109440.38
963,Licuadora,491515,93387.85
964,Gafas de sol,536744,101981.36
965,Reloj inteligente,157317,29890.23
966,Auriculares inalámbricos,85655,16274.45
967,Reloj inteligente,651762,123834.78
968,Refrigerador,115501,21945.19
969,Licuadora,361428,68671.32
970,Altavoz Bluetooth,618705,117553.95
971,Máquina de ejercicio,250225,47542.75
972,Juego de sartenes,588828,111877.32
973,Cafetera,222990,42368.10
974,Zapatos deportivos,128976,24505.44
975,Zapatos deportivos,197548,37534.12
976,Impresora láser,492303,93537.57
977,Juego de sartenes,293693,55801.67
978,Vestido de noche,66178,12573.82
979,Smartphone,609059,115721.21
980,Máquina de ejercicio,633683,120399.77
981,Perfume,704642,133881.98
982,Gafas de sol,766067,145552.73
983,Cámara digital,214682,40789.58
984,Cafetera,764284,145213.96
985,Bicicleta de montaña,770876,146466.44
986,Vestido de noche,778598,147933.62
987,Laptop,155355,29517.45
988,Televisor LED,536038,101847.22
989,Cafetera,628080,119335.20
990,Bicicleta de montaña,412287,78334.53
991,Reloj inteligente,454880,86427.20
992,Cafetera,576775,109587.25
993,Laptop,224774,42707.06
994,Cafetera,709822,134866.18
995,Vestido de noche,384468,73048.92
996,Laptop,471760,89634.40
997,Refrigerador,171223,32532.37
998,Smartphone,245999,46739.81
999,Zapatos deportivos,149828,28467.32
1000,Laptop,708965,134703.35
1001,Maleta de viaje,661439,125673.41
1002,Impresora láser,221137,42016.03
1003,Cafetera,610188,115935.72
1004,Zapatos deportivos,715739,135990.41
1005,Smartphone,313072,59483.68
1006,Perfume,465944,88529.36
1007,Juego de sartenes,763990,145158.10
1008,Vestido de noche,580932,110377.08
1009,Licuadora,305016,57953.04
1010,Impresora láser,454281,86313.39
1011,Vestido de noche,534968,101643.92
1012,Reloj inteligente,92618,17597.42
1013,Televisor LED,547928,104106.32
1014,Cámara digital,561305,106647.95
1015,Laptop,402035,76386.65
1016,Impresora láser,57856,10992.64
1017,Cafetera,747773,142076.87
1018,Gafas de sol,90254,17148.26
1019,Impresora láser,54054,10270.26
1020,Smartphone,111640,21211.60
1021,Laptop,453783,86218.77
1022,Vestido de noche,141339,26854.41
1023,Cafetera,692311,131539.09
1024,Cámara digital,89422,16990.18
1025,Reloj inteligente,78629,14939.51
1026,Cámara digital,432149,82108.31
1027,Laptop,317106,60250.14
1028,Auriculares inalámbricos,60801,11552.19
1029,Vestido de noche,636785,120989.15
1030,Auriculares inalámbricos,343418,65249.42
1031,Tableta,760552,144504.88
1032,Auriculares inalámbricos,221106,42010.14
1033,Licuadora,571140,108516.60
1034,Maleta de viaje,122715,23315.85
1035,Máquina de ejercicio,548236,104164.84
1036,Cámara digital,63427,12051.13
1037,Reloj inteligente,254667,48386.73
1038,Cafetera,174798,33211.62
1039,Zapatos deportivos,78599,14933.81
1040,Televisor LED,684571,130068.49
1041,Auriculares inalámbricos,616595,117153.05
1042,Cafetera,586552,111444.88
1043,Auriculares inalámbricos,310998,59089.62
1044,Smartphone,660911,125573.09
1045,Licuadora,552045,104888.55
1046,Refrigerador,601040,114197.60
1047,Reloj inteligente,702458,133467.02
1048,Impresora láser,368467,70008.73
1049,Gafas de sol,658620,125137.80
1050,Cafetera,321230,61033.70
1051,Juego de sartenes,240926,45775.94
1052,Gafas de sol,357394,67904.86
1053,Laptop,777132,147655.08
1054,Juego de sartenes,164043,31168.17
1055,Vestido de noche,747415,142008.85
1056,Cafetera,546880,103907.20
1057,Juego de sartenes,644476,122450.44
1058,Maleta de viaje,505725,96087.75
1059,Perfume,477585,90741.15
1060,Cámara digital,114151,21688.69
1061,Maleta de viaje,496192,94276.48
1062,Impresora láser,556612,105756.28
1063,Vestido de noche,532264,101130.16
1064,Juego de sartenes,507089,96346.91
1065,Smartphone,480812,91354.28
1066,Altavoz Bluetooth,375866,71414.54
1067,Auriculares inalámbricos,349584,66420.96
1068,Maleta de viaje,131730,25028.70
1069,Tableta,633624,120388.56
1070,Juego de sartenes,420217,79841.23
1071,Cámara digital,764372,145230.68
1072,Perfume,703786,133719.34
1073,Televisor LED,745371,141620.49
1074,Zapatos deportivos,561183,106624.77
1075,Cafetera,581198,110427.62
1076,Juego de sartenes,63234,12014.46
1077,Impresora láser,738137,140246.03
1078,Gafas de sol,612580,116390.20
1079,Impresora láser,349290,66365.10
1080,Auriculares inalámbricos,183815,34924.85
1081,Cámara digital,496892,94409.48
1082,Televisor LED,506054,96150.26
1083,Reloj inteligente,391947,74469.93
1084,Auriculares inalámbricos,767064,145742.16
1085,Tableta,307532,58431.08
1086,Licuadora,478975,91005.25
1087,Zapatos deportivos,472706,89814.14
1088,Smartphone,530468,100788.92
1089,Máquina de ejercicio,376796,71591.24
1090,Laptop,286380,54412.20
1091,Perfume,148648,28243.12
1092,Gafas de sol,445003,84550.57
1093,Refrigerador,381307,72448.33
1094,Licuadora,382537,72682.03
1095,Auriculares inalámbricos,680083,129215.77
1096,Reloj inteligente,550114,104521.66
1097,Televisor LED,790865,150264.35
1098,Tableta,491701,93423.19
1099,Maleta de viaje,525256,99798.64
1100,Perfume,136073,25853.87
1101,Altavoz Bluetooth,505713,96085.47
1102,Cámara digital,688521,130818.99
1103,Juego de sartenes,516039,98047.41
1104,Maleta de viaje,298567,56727.73
1105,Gafas de sol,329115,62531.85
1106,Reloj inteligente,506110,96160.90
1107,Maleta de viaje,180943,34379.17
1108,Refrigerador,425693,80881.67
1109,Cafetera,711397,135165.43
1110,Vestido de noche,204525,38859.75
1111,Perfume,267670,50857.30
1112,Juego de sartenes,321581,61100.39
1113,Smartphone,313128,59494.32
1114,Zapatos deportivos,144605,27474.95
1115,Altavoz Bluetooth,307130,58354.70
1116,Maleta de viaje,168200,31958.00
1117,Bicicleta de montaña,395277,75102.63
1118,Licuadora,274694,52191.86
1119,Bicicleta de montaña,744494,141453.86
1120,Vestido de noche,59494,11303.86
1121,Juego de sartenes,270444,51384.36
1122,Cámara digital,559349,106276.31
1123,Impresora láser,672770,127826.30
1124,Vestido de noche,780271,148251.49
1125,Bicicleta de montaña,528291,100375.29
1126,Juego de sartenes,351145,66717.55
1127,Auriculares inalámbricos,787515,149627.85
1128,Cámara digital,148631,28239.89
1129,Auriculares inalámbricos,236083,44855.77
1130,Maleta de viaje,765894,145519.86
1131,Licuadora,393990,74858.10
1132,Máquina de ejercicio,769770,146256.30
1133,Perfume,386215,73380.85
1134,Máquina de ejercicio,737754,140173.26
1135,Zapatos deportivos,567884,107897.96
1136,Maleta de viaje,543439,103253.41
1137,Reloj inteligente,436146,82867.74
1138,Impresora láser,392555,74585.45
1139,Vestido de noche,780854,148362.26
1140,Smartphone,93593,17782.67
1141,Smartphone,295028,56055.32
1142,Smartphone,460238,87445.22
1143,Televisor LED,337075,64044.25
1144,Impresora láser,646086,122756.34
1145,Smartphone,740718,140736.42
1146,Licuadora,443576,84279.44
1147,Impresora láser,780082,148215.58
1148,Altavoz Bluetooth,550841,104659.79
1149,Smartphone,119831,22767.89
1150,Licuadora,366216,69581.04
1151,Vestido de noche,720930,136976.70
1152,Perfume,54488,10352.72
1153,Auriculares inalámbricos,71685,13620.15
1154,Perfume,401352,76256.88
1155,Gafas de sol,386221,73381.99
1156,Maleta de viaje,102398,19455.62
1157,Perfume,97872,18595.68
1158,Cámara digital,650831,123657.89
1159,Televisor LED,113205,21508.95
1160,Gafas de sol,96316,18300.04
1161,Bicicleta de montaña,409212,77750.28
1162,Zapatos deportivos,251542,47792.98
1163,Bicicleta de montaña,321203,61028.57
1164,Laptop,391816,74445.04
1165,Vestido de noche,425303,80807.57
1166,Zapatos deportivos,678442,128903.98
1167,Bicicleta de montaña,265259,50399.21
1168,Smartphone,115263,21899.97
1169,Vestido de noche,366783,69688.77
1170,Tableta,775198,147287.62
1171,Bicicleta de montaña,88503,16815.57
1172,Bicicleta de montaña,114294,21715.86
1173,Smartphone,379680,72139.20
1174,Gafas de sol,354781,67408.39
1175,Maleta de viaje,579929,110186.51
1176,Altavoz Bluetooth,468505,89015.95
1177,Cámara digital,106715,20275.85
1178,Cámara digital,133086,25286.34
1179,Cafetera,615599,116963.81
1180,Cafetera,68739,13060.41
1181,Vestido de noche,110963,21082.97
1182,Refrigerador,230996,43889.24
1183,Televisor LED,493761,93814.59
1184,Cafetera,253603,48184.57
1185,Impresora láser,592154,112509.26
1186,Zapatos deportivos,60191,11436.29
1187,Cafetera,248176,47153.44
1188,Zapatos deportivos,443967,84353.73
1189,Tableta,486304,92397.76
1190,Reloj inteligente,533588,101381.72
1191,Máquina de ejercicio,75471,14339.49
1192,Tableta,583993,110958.67
1193,Smartphone,730949,138880.31
1194,Refrigerador,402644,76502.36
1195,Maleta de viaje,558925,106195.75
1196,Perfume,487959,92712.21
1197,Maleta de viaje,402488,76472.72
1198,Televisor LED,105049,19959.31
1199,Máquina de ejercicio,102394,19454.86
1200,Zapatos deportivos,702178,133413.82
1201,Máquina de ejercicio,363697,69102.43
1202,Zapatos deportivos,657962,125012.78
1203,Bicicleta de montaña,418393,79494.67
1204,Maleta de viaje,81261,15439.59
1205,Maleta de viaje,675451,128335.69
1206,Impresora láser,563821,107125.99
1207,Altavoz Bluetooth,97269,18481.11
1208,Impresora láser,221350,42056.50
1209,Impresora láser,154674,29388.06
1210,Altavoz Bluetooth,744525,141459.75
1211,Televisor LED,53393,10144.67
1212,Reloj inteligente,282377,53651.63
1213,Maleta de viaje,775432,147332.08
1214,Televisor LED,560634,106520.46
1215,Auriculares inalámbricos,201271,38241.49
1216,Gafas de sol,708133,134545.27
1217,Impresora láser,192386,36553.34
1218,Perfume,201839,38349.41
1219,Licuadora,660487,125492.53
1220,Gafas de sol,616311,117099.09
1221,Licuadora,503688,95700.72
1222,Zapatos deportivos,151459,28777.21
1223,Refrigerador,740716,140736.04
1224,Laptop,471530,89590.70
1225,Televisor LED,106692,20271.48
1226,Máquina de ejercicio,385943,73329.17
1227,Cámara digital,549233,104354.27
1228,Perfume,555912,105623.28
1229,Perfume,459227,87253.13
1230,Smartphone,437551,83134.69
1231,Altavoz Bluetooth,654464,124348.16
1232,Impresora láser,469630,89229.70
1233,Zapatos deportivos,148293,28175.67
1234,Refrigerador,715453,135936.07
1235,Máquina de ejercicio,539693,102541.67
1236,Licuadora,127113,24151.47
1237,Laptop,216075,41054.25
1238,Perfume,580668,110326.92
1239,Vestido de noche,262140,49806.60
1240,Cámara digital,161282,30643.58
1241,Licuadora,793121,150692.99
1242,Máquina de ejercicio,220604,41914.76
1243,Máquina de ejercicio,293095,55688.05
1244,Altavoz Bluetooth,562747,106921.93
1245,Cámara digital,732106,139100.14
1246,Juego de sartenes,288521,54818.99
1247,Impresora láser,656088,124656.72
1248,Tableta,795378,151121.82
1249,Maleta de viaje,330440,62783.60
1250,Cafetera,557408,105907.52
1251,Gafas de sol,68875,13086.25
1252,Maleta de viaje,465907,88522.33
1253,Cámara digital,149545,28413.55
1254,Impresora láser,350896,66670.24
1255,Bicicleta de montaña,530320,100760.80
1256,Gafas de sol,745334,141613.46
1257,Reloj inteligente,386839,73499.41
1258,Cámara digital,352643,67002.17
1259,Auriculares inalámbricos,745098,141568.62
1260,Smartphone,400075,76014.25
1261,Smartphone,674496,128154.24
1262,Licuadora,368391,69994.29
1263,Televisor LED,614531,116760.89
1264,Televisor LED,71265,13540.35
1265,Tableta,795142,151076.98
1266,Tableta,366316,69600.04
1267,Cafetera,315772,59996.68
1268,Laptop,143464,27258.16
1269,Cafetera,630838,119859.22
1270,Refrigerador,352337,66944.03
1271,Refrigerador,423839,80529.41
1272,Altavoz Bluetooth,602882,114547.58
1273,Licuadora,470754,89443.26
1274,Perfume,209951,39890.69
1275,Tableta,371080,70505.20
1276,Auriculares inalámbricos,53982,10256.58
1277,Auriculares inalámbricos,242919,46154.61
1278,Altavoz Bluetooth,565863,107513.97
1279,Máquina de ejercicio,214560,40766.40
1280,Laptop,698146,132647.74
1281,Cafetera,570840,108459.60
1282,Televisor LED,175722,33387.18
1283,Maleta de viaje,610743,116041.17
1284,Televisor LED,56854,10802.26
1285,Juego de sartenes,610716,116036.04
1286,Zapatos deportivos,335450,63735.50
1287,Juego de sartenes,212136,40305.84
1288,Gafas de sol,616784,117188.96
1289,Licuadora,101451,19275.69
1290,Laptop,137504,26125.76
1291,Maleta de viaje,593439,112753.41
1292,Laptop,119172,22642.68
1293,Cafetera,451107,85710.33
1294,Smartphone,326132,61965.08
1295,Altavoz Bluetooth,671141,127516.79
1296,Reloj inteligente,382042,72587.98
1297,Auriculares inalámbricos,541882,102957.58
1298,Reloj inteligente,253468,48158.92
1299,Máquina de ejercicio,702171,133412.49
1300,Reloj inteligente,320447,60884.93
1301,Televisor LED,745980,141736.20
1302,Perfume,384383,73032.77
1303,Gafas de sol,407991,77518.29
1304,Cámara digital,473578,89979.82
1305,Máquina de ejercicio,762098,144798.62
1306,Smartphone,142244,27026.36
1307,Reloj inteligente,342828,65137.32
1308,Vestido de noche,582504,110675.76
1309,Zapatos deportivos,758943,144199.17
1310,Juego de sartenes,791882,150457.58
1311,Smartphone,415610,78965.90
1312,Perfume,475973,90434.87
1313,Impresora láser,154258,29309.02
1314,Refrigerador,219708,41744.52
1315,Gafas de sol,729500,138605.00
1316,Reloj inteligente,265695,50482.05
1317,Auriculares inalámbricos,603617,114687.23
1318,Perfume,421831,80147.89
1319,Laptop,404004,76760.76
1320,Cafetera,77186,14665.34
1321,Cafetera,239223,45452.37
1322,Cámara digital,578047,109828.93
1323,Auriculares inalámbricos,511426,97170.94
1324,Licuadora,287682,54659.58
1325,Máquina de ejercicio,526557,100045.83
1326,Gafas de sol,350888,66668.72
1327,Perfume,455074,86464.06
1328,Maleta de viaje,507269,96381.11
1329,Gafas de sol,715975,136035.25
1330,Tableta,219577,41719.63
1331,Vestido de noche,428672,81447.68
1332,Smartphone,620215,117840.85
1333,Impresora láser,162162,30810.78
1334,Refrigerador,427832,81288.08
1335,Máquina de ejercicio,504416,95839.04
1336,Vestido de noche,383864,72934.16
1337,Cafetera,432978,82265.82
1338,Gafas de sol,440538,83702.22
1339,Impresora láser,766129,145564.51
1340,Smartphone,209173,39742.87
1341,Bicicleta de montaña,606251,115187.69
1342,Tableta,54352,10326.88
1343,Juego de sartenes,605670,115077.30
1344,Vestido de noche,299124,56833.56
1345,Juego de sartenes,713220,135511.80
1346,Cafetera,597281,113483.39
1347,Smartphone,120202,22838.38
1348,Smartphone,52609,9995.71
1349,Refrigerador,235828,44807.32
1350,Refrigerador,447114,84951.66
1351,Smartphone,238887,45388.53
1352,Reloj inteligente,251192,47726.48
1353,Juego de sartenes,249445,47394.55
1354,Reloj inteligente,703066,133582.54
1355,Máquina de ejercicio,104279,19813.01
1356,Juego de sartenes,568741,108060.79
1357,Cafetera,211879,40257.01
1358,Televisor LED,130720,24836.80
1359,Altavoz Bluetooth,484337,92024.03
1360,Bicicleta de montaña,713390,135544.10
1361,Gafas de sol,131363,24958.97
1362,Altavoz Bluetooth,282451,53665.69
1363,Televisor LED,432242,82125.98
1364,Altavoz Bluetooth,54606,10375.14
1365,Refrigerador,785697,149282.43
1366,Zapatos deportivos,65001,12350.19
1367,Juego de sartenes,102870,19545.30
1368,Perfume,661491,125683.29
1369,Reloj inteligente,87660,16655.40
1370,Gafas de sol,316147,60067.93
1371,Maleta de viaje,80029,15205.51
1372,Tableta,330299,62756.81
1373,Maleta de viaje,65574,12459.06
1374,Perfume,622666,118306.54
1375,Altavoz Bluetooth,790808,150253.52
1376,Perfume,499600,94924.00
1377,Refrigerador,567829,107887.51
1378,Impresora láser,199753,37953.07
1379,Maleta de viaje,387793,73680.67
1380,Televisor LED,145305,27607.95
1381,Cámara digital,634956,120641.64
1382,Perfume,781879,148557.01
1383,Zapatos deportivos,326495,62034.05
1384,Altavoz Bluetooth,728613,138436.47
1385,Auriculares inalámbricos,99877,18976.63
1386,Tableta,794779,151008.01
1387,Zapatos deportivos,483884,91937.96
1388,Altavoz Bluetooth,567575,107839.25
1389,Licuadora,733746,139411.74
1390,Bicicleta de montaña,239913,45583.47
1391,Televisor LED,529475,100600.25
1392,Altavoz Bluetooth,730209,138739.71
1393,Maleta de viaje,58523,11119.37
1394,Maleta de viaje,597741,113570.79
1395,Zapatos deportivos,312055,59290.45
1396,Perfume,211475,40180.25
1397,Impresora láser,450361,85568.59
1398,Gafas de sol,214212,40700.28
1399,Reloj inteligente,662995,125969.05
1400,Cámara digital,208314,39579.66
1401,Máquina de ejercicio,285343,54215.17
1402,Juego de sartenes,769513,146207.47
1403,Licuadora,588569,111828.11
1404,Refrigerador,85897,16320.43
1405,Vestido de noche,91655,17414.45
1406,Cafetera,551793,104840.67
1407,Cafetera,457923,87005.37
1408,Tableta,701005,133190.95
1409,Máquina de ejercicio,695696,132182.24
1410,Máquina de ejercicio,381820,72545.80
1411,Gafas de sol,478344,90885.36
1412,Altavoz Bluetooth,465128,88374.32
1413,Vestido de noche,649133,123335.27
1414,Perfume,270381,51372.39
1415,Licuadora,61358,11658.02
1416,Cafetera,473121,89892.99
1417,Impresora láser,428452,81405.88
1418,Maleta de viaje,312315,59339.85
1419,Perfume,756803,143792.57
1420,Máquina de ejercicio,654528,124360.32
1421,Juego de sartenes,268733,51059.27
1422,Perfume,643787,122319.53
1423,Reloj inteligente,283636,53890.84
1424,Smartphone,785748,149292.12
1425,Gafas de sol,98791,18770.29
1426,Bicicleta de montaña,293627,55789.13
1427,Gafas de sol,420327,79862.13
1428,Refrigerador,647767,123075.73
1429,Laptop,687248,130577.12
1430,Laptop,119853,22772.07
1431,Licuadora,307209,58369.71
1432,Reloj inteligente,191576,36399.44
1433,Televisor LED,386435,73422.65
1434,Refrigerador,312624,59398.56
1435,Máquina de ejercicio,676730,128578.70
1436,Televisor LED,727161,138160.59
1437,Perfume,579265,110060.35
1438,Reloj inteligente,557245,105876.55
1439,Televisor LED,523990,99558.10
1440,Gafas de sol,211958,40272.02
1441,Gafas de sol,431573,81998.87
1442,Smartphone,558161,106050.59
1443,Máquina de ejercicio,232543,44183.17
1444,Gafas de sol,705141,133976.79
1445,Vestido de noche,781543,148493.17
1446,Altavoz Bluetooth,719576,136719.44
1447,Smartphone,789999,150099.81
1448,Impresora láser,686630,130459.70
1449,Bicicleta de montaña,769289,146164.91
1450,Smartphone,791626,150408.94
1451,Bicicleta de montaña,402312,76439.28
1452,Bicicleta de montaña,456466,86728.54
1453,Auriculares inalámbricos,469851,89271.69
1454,Refrigerador,725112,137771.28
1455,Bicicleta de montaña,473434,89952.46
1456,Vestido de noche,611331,116152.89
1457,Maleta de viaje,78138,14846.22
1458,Juego de sartenes,248969,47304.11
1459,Máquina de ejercicio,53621,10187.99
1460,Maleta de viaje,460605,87514.95
1461,Zapatos deportivos,585107,111170.33
1462,Laptop,411701,78223.19
1463,Vestido de noche,719464,136698.16
1464,Maleta de viaje,464718,88296.42
1465,Cafetera,245154,46579.26
1466,Bicicleta de montaña,155248,29497.12
1467,Auriculares inalámbricos,259179,49244.01
1468,Maleta de viaje,477782,90778.58
1469,Refrigerador,494697,93992.43
1470,Auriculares inalámbricos,242438,46063.22
1471,Smartphone,251002,47690.38
1472,Perfume,346478,65830.82
1473,Licuadora,87180,16564.20
1474,Cafetera,710027,134905.13
1475,Zapatos deportivos,715585,135961.15
1476,Cámara digital,54954,10441.26
1477,Licuadora,699660,132935.40
1478,Smartphone,384966,73143.54
1479,Zapatos deportivos,500677,95128.63
1480,Vestido de noche,468657,89044.83
1481,Tableta,461807,87743.33
1482,Zapatos deportivos,189366,35979.54
1483,Altavoz Bluetooth,716699,136172.81
1484,Auriculares inalámbricos,331692,63021.48
1485,Bicicleta de montaña,673728,128008.32
1486,Tableta,591386,112363.34
1487,Refrigerador,491130,93314.70
1488,Auriculares inalámbricos,728496,138414.24
1489,Juego de sartenes,654849,124421.31
1490,Maleta de viaje,644998,122549.62
1491,Auriculares inalámbricos,373306,70928.14
1492,Juego de sartenes,746610,141855.90
1493,Refrigerador,205066,38962.54
1494,Auriculares inalámbricos,259160,49240.40
1495,Bicicleta de montaña,192130,36504.70
1496,Zapatos deportivos,80838,15359.22
1497,Refrigerador,506813,96294.47
1498,Impresora láser,404978,76945.82
1499,Perfume,281488,53482.72
1500,Refrigerador,368141,69946.79
1501,Maleta de viaje,533429,101351.51
1502,Perfume,268335,50983.65
1503,Bicicleta de montaña,440492,83693.48
1504,Bicicleta de montaña,758881,144187.39
1505,Licuadora,231435,43972.65
1506,Perfume,308808,58673.52
1507,Gafas de sol,383933,72947.27
1508,Zapatos deportivos,169341,32174.79
1509,Impresora láser,528727,100458.13
1510,Perfume,70287,13354.53
1511,Refrigerador,577422,109710.18
1512,Licuadora,449014,85312.66
1513,Máquina de ejercicio,236148,44868.12
1514,Vestido de noche,796800,151392.00
1515,Cafetera,93754,17813.26
1516,Licuadora,273614,51986.66
1517,Gafas de sol,732572,139188.68
1518,Impresora láser,50297,9556.43
1519,Gafas de sol,590247,112146.93
1520,Auriculares inalámbricos,612965,116463.35
1521,Cámara digital,190726,36237.94
1522,Máquina de ejercicio,689901,131081.19
1523,Reloj inteligente,424905,80731.95
1524,Reloj inteligente,51641,9811.79
1525,Licuadora,113358,21538.02
